Customer ID,Recency,Frequency,Monetary
14369,208,2,469.13
14370,16,6,1175.78
14372,9,2,860.08
14374,107,1,108.0
14375,16,2,875.31
14376,249,1,215.46
14378,187,1,131.25
14379,46,1,320.76
14380,248,1,48.96
14381,17,1,428.66
14384,66,1,58.5
14388,33,6,2268.15
14389,94,2,535.35
14391,142,1,135.6
14394,130,1,93.8
14395,24,9,3839.19
14396,61,5,1523.59
14398,93,1,446.49
14399,18,6,1622.6299999999999
14400,197,1,656.25
14401,37,8,2450.06
14402,218,1,285.6
14403,155,2,404.7
14404,61,7,1291.31
14408,37,4,1503.24
14409,51,2,787.95
14410,3,1,460.17
14413,248,2,465.5
14415,26,7,3977.46
14420,78,2,844.1
14421,78,4,1656.26
14422,2,11,4982.62
14423,3,2,651.4100000000001
14425,288,2,422.29
14426,26,6,5376.16
14427,60,2,900.1800000000001
14430,77,3,1220.9
14431,21,2,2017.1799999999998
14433,31,1,289.6
14435,67,1,90.42
14436,119,1,182.64
14437,50,3,642.34
14439,9,4,6781.8
14440,164,4,2093.75
14441,17,6,2425.27
14442,25,3,2372.45
14444,22,1,132.04
14445,21,1,221.65
14449,2,1,255.81
14450,176,1,196.08
14451,2,8,1941.75
14452,87,1,127.3
14454,5,4,803.6
14455,22,3,376.06
14459,217,1,3537.821
14460,152,3,389.04
14461,3,9,3749.03
14463,65,1,256.95
14464,134,2,111.0
14465,71,7,2493.21
14466,114,5,1210.85
14467,18,6,1107.73
14468,299,1,204.24
14469,60,3,1429.13
14471,157,2,400.95
14472,255,1,291.38
14474,145,1,730.42
14477,2,3,660.0
14478,52,3,932.5600000000001
14479,299,1,355.13
14480,3,2,676.9300000000001
14481,178,2,893.4
14482,11,3,1051.7
14483,302,1,120.0
14484,203,2,528.6800000000001
14486,77,2,175.5
14489,3,3,1111.55
14492,22,6,1541.76
14493,73,4,1884.74
14494,297,1,114.3
14495,225,1,51.0
14496,145,2,1031.74
14497,239,1,221.69
14498,53,3,839.64
14499,35,1,357.11
14505,44,10,5032.72
14506,165,1,391.5
14507,8,3,895.4
14508,106,2,308.61
14509,100,1,110.95
14510,2,2,501.53000000000003
14512,80,4,623.6800000000001
14513,2,3,332.42
14514,2,6,3543.63
14515,116,1,196.1
14516,82,1,163.92
14519,249,2,206.09
14521,57,1,199.45000000000002
14522,161,4,784.08
14525,19,7,3035.86
14527,7,53,16611.62
14530,16,8,2661.82
14531,45,1,376.34
14532,5,6,2422.93
14533,43,3,1212.15
14534,10,4,1254.65
14535,73,5,2685.15
14537,189,1,285.84
14538,96,3,982.59
14540,43,6,1932.05
14541,45,5,939.78
14543,2,20,9061.04
14544,36,1,957.98
14545,240,1,349.25
14546,75,4,1805.28
14548,50,7,1974.69
14549,159,2,510.31
14550,49,1,289.51
14551,68,2,178.85
14552,158,1,173.72
14553,12,3,785.79
14555,93,3,1277.64
14556,162,3,835.34
14558,220,3,655.5
14560,10,18,3373.43
14562,29,7,1282.63
14563,75,2,679.44
14564,301,1,989.1800000000001
14565,39,1,760.1
14566,42,2,1340.0
14568,1,1,919.7
14569,18,3,371.59000000000003
14570,9,1,395.69
14572,124,2,1001.85
14573,110,4,554.9
14574,298,1,143.70000000000002
14575,54,1,460.71
14577,247,2,323.74
14580,84,1,14.85
14581,110,1,295.2
14583,99,2,534.08
14584,93,3,541.25
14588,144,1,135.39
14590,45,18,2658.86
14593,102,7,1956.39
14595,19,2,423.85
14596,192,1,229.47
14597,3,1,100.5
14598,135,1,162.07
14599,75,1,185.64000000000001
14602,222,1,205.35999999999999
14604,199,1,143.85999999999999
14605,163,3,589.96
14606,2,83,15088.63
14607,33,8,7568.13
14608,81,5,857.24
14609,25,5,620.64
14610,80,1,13.45
14611,9,2,604.33
14613,246,1,76.32000000000001
14615,18,4,817.51
14616,114,1,42.5
14618,112,1,245.73000000000002
14619,107,1,896.8
14621,77,4,1212.21
14623,21,4,1018.73
14624,100,3,487.66
14625,3,7,2720.65
14626,5,6,2301.7
14628,8,3,1326.04
14630,50,1,338.65
14631,53,1,317.95
14634,3,4,2124.46
14635,19,1,215.22
14637,243,1,106.68
14639,85,2,1353.0900000000001
14640,79,3,1202.63
14643,183,3,986.08
14644,60,2,743.5
14645,200,1,279.8
14646,4,53,198773.88
14647,89,1,276.75
14648,8,13,4225.86
14649,5,4,1544.8799999999999
14650,154,1,62.5
14651,95,5,934.92
14653,79,5,1666.99
14654,304,1,246.86
14655,88,2,1533.74
14656,79,2,322.07
14657,1,1,232.93
14662,198,2,221.64999999999998
14665,158,1,279.6
14667,2,24,9215.57
14668,11,1,111.63
14669,199,4,1973.94
14670,298,1,190.47
14671,115,2,1127.45
14672,81,2,347.59
14674,75,1,173.66
14676,10,4,4322.91
14677,158,1,184.91
14678,145,1,403.39
14679,87,2,916.9
14680,25,36,22700.16
14681,210,2,168.0
14682,101,3,606.17
14683,154,1,146.56
14685,142,8,4619.79
14686,225,2,316.97
14687,117,1,311.66
14688,3,4,764.28
14692,50,5,621.04
14693,19,5,850.46
14694,183,1,244.31
14695,85,3,1620.07
14699,1,3,593.47
14700,51,1,341.37
14701,8,6,2012.72
14702,1,10,2759.83
14704,190,1,119.84
14706,184,1,390.69
14707,1,2,139.2
14708,21,1,305.41
14709,26,9,3137.95
14710,17,8,1005.17
14713,1,8,1666.17
14714,141,2,463.12
14715,8,4,973.0699999999999
14716,10,1,235.77
14717,299,1,81.3
14722,43,2,325.45
14723,108,3,430.14
14724,156,1,345.25
14725,100,2,266.81
14726,220,1,124.75
14727,112,2,199.35
14729,191,2,280.4
14732,71,9,1979.95
14734,14,3,825.38
14735,11,19,4821.47
14736,51,2,401.08
14738,126,2,507.45
14739,1,16,6469.54
14740,3,7,2323.73
14742,1,1,579.85
14743,158,1,50.480000000000004
14744,129,4,1137.7
14745,67,7,1351.55
14748,3,5,1266.15
14749,45,1,310.15
14750,302,1,112.03
14751,250,2,126.45
14753,26,1,306.36
14754,93,3,505.43
14755,37,12,3386.4700000000003
14758,74,2,1059.55
14761,10,1,192.02
14762,192,1,117.05
14766,38,3,2680.6
14767,40,1,382.81
14769,36,6,3360.48
14770,33,6,2761.2200000000003
14771,187,2,594.62
14773,158,1,140.55
14774,94,1,241.45000000000002
14776,12,1,287.7
14783,225,1,307.3
14786,116,1,90.96
14787,37,1,110.65
14788,162,1,476.88
14790,99,4,1035.44
14791,172,1,303.63
14793,101,1,396.91
14794,11,2,490.39
14796,1,6,1118.4
14797,73,1,300.31
14798,98,4,530.17
14799,303,1,180.45000000000002
14800,1,1,455.3
14802,4,2,1502.98
14805,82,2,368.64
14806,5,1,110.04
14807,215,1,349.64
14809,187,2,686.76
14812,164,1,185.8
14813,176,1,460.34
14814,147,1,160.46
14817,78,3,1559.73
14818,24,3,512.61
14819,60,2,198.09
14820,158,2,265.12
14821,197,3,293.65
14822,51,1,157.7
14824,130,3,1614.65
14825,3,9,1573.35
14826,147,2,385.2
14828,15,8,6364.76
14829,2,1,345.90000000000003
14831,246,3,1676.57
14832,196,1,322.69
14833,64,1,94.8
14835,94,2,297.0
14837,8,5,1810.82
14838,302,1,119.10000000000001
14839,145,2,609.08
14840,105,1,299.86
14841,59,6,2640.09
14843,2,1,211.8
14844,60,3,2690.5
14845,165,1,150.0
14847,130,1,304.79999999999995
14849,56,13,5682.28
14850,134,2,473.32
14851,196,1,318.06
14852,10,10,2942.63
14853,109,2,581.87
14854,67,3,1255.58
14855,40,5,5874.65
14857,8,5,2478.731
14858,71,1,180.75
14859,120,1,351.9
14861,53,6,781.63
14865,304,1,31.200000000000003
14866,10,2,2497.2
14867,96,12,1883.38
14869,40,3,1578.64
14870,80,4,1119.65
14871,59,5,736.59
14872,49,3,816.6
14873,199,1,334.45
14874,101,1,116.18
14875,7,1,1397.08
14876,87,2,256.7
14877,208,1,206.7
14878,12,12,1857.57
14879,250,1,185.06
14882,81,8,1139.7
14884,235,1,120.6
14885,31,1,241.2
14890,184,2,691.6
14891,2,1,201.0
14892,256,1,202.35000000000002
14893,183,1,571.76
14894,9,2,837.0600000000001
14895,37,15,12319.89
14896,79,6,1366.43
14897,3,3,1189.26
14898,19,7,1664.44
14900,88,1,13.919999999999998
14901,30,2,296.96000000000004
14902,119,1,398.40000000000003
14905,73,4,977.7
14906,11,1,68.44
14907,168,1,294.72
14908,29,1,104.10000000000001
14909,3,3,1404.68
14911,1,140,106246.25
14912,156,2,497.0
14913,18,2,1833.3500000000001
14915,25,5,1006.1
14916,145,3,1218.81
14917,162,2,1123.75
14918,22,6,3316.37
14919,105,1,359.35
14920,131,1,629.4
14922,73,1,540.29
14924,176,2,620.96
14926,164,1,220.2
14928,193,1,223.91000000000003
14930,36,3,2873.77
14933,9,4,1770.0
14934,7,2,980.33
14935,185,1,1065.1200000000001
14936,10,3,2929.89
14938,128,2,2322.43
14940,299,1,182.01
14941,144,1,182.1
14942,158,3,440.78
14943,229,1,107.62
14944,3,6,3376.82
14947,95,3,588.52
14949,35,4,515.0
14952,8,18,8240.16
14953,1,1,301.98
14954,269,1,167.27
14955,298,1,163.77
14957,210,1,274.8
14958,161,3,458.26
14961,65,7,6580.02
14962,105,3,240.21000000000004
14963,15,2,543.43
14966,289,2,335.12
14967,7,5,1518.81
14968,24,1,357.4
14969,269,1,906.23
14970,96,7,2854.79
14977,291,1,31.93
14978,74,4,877.48
14979,301,1,439.46000000000004
14980,303,1,150.68
14982,138,1,237.78
14983,255,1,183.20000000000002
14984,117,3,509.5
14986,250,1,323.38
14987,284,4,566.6999999999999
14988,3,3,894.54
14989,227,1,342.4
14990,178,2,305.42
14992,8,1,210.5
14993,129,1,36.13
14994,7,3,573.16
14996,47,2,442.28999999999996
14997,221,1,230.4
14998,171,1,113.49
14999,158,1,129.48000000000002
15002,73,5,2543.87
15003,39,6,1060.7
15005,8,23,6097.26
15006,19,1,323.05
15008,46,2,360.0
15012,142,1,246.52
15013,53,10,1641.3
15015,67,13,2365.02
15016,109,1,141.8
15021,64,1,246.07
15022,243,1,281.05
15023,8,8,4266.37
15025,134,1,636.08
15026,14,1,383.66
15027,129,4,1156.16
15029,185,1,365.1
15030,117,3,946.5300000000001
15031,105,7,1972.94
15032,10,4,4763.95
15034,7,3,1813.59
15039,9,36,13598.57
15040,107,1,7.49
15041,10,1,113.67
15042,161,1,179.52
15043,29,5,2336.8
15044,7,14,6306.59
15046,54,9,2204.06
15050,46,1,1341.49
15051,4,5,2120.77
15055,40,3,560.07
15056,86,1,133.45
15057,9,3,1766.46
15058,33,3,772.9
15059,40,7,1586.44
15061,9,61,53529.09
15062,66,3,1062.43
15064,58,3,864.0600000000001
15067,173,1,764.64
15068,187,1,334.87
15070,157,2,630.85
15071,136,1,166.24
15072,45,1,187.52
15073,162,2,725.78
15074,33,1,359.65999999999997
15076,58,2,566.89
15077,60,2,2428.08
15078,21,18,6396.37
15079,36,7,2729.79
15080,67,1,361.35
15081,29,4,960.5
15082,234,1,93.35000000000001
15084,211,1,349.4
15085,295,1,347.54
15086,130,2,218.53
15091,240,2,565.9
15092,28,1,318.65
15093,2,12,7600.08
15094,29,2,83.0
15095,58,4,1254.29
15097,149,2,660.27
15100,267,1,217.2
15101,81,4,1160.41
15102,96,2,554.67
15105,192,1,330.38
15107,8,2,381.55
15109,145,2,498.15000000000003
15110,51,1,301.65
15111,158,1,286.81
15112,177,1,209.4
15115,298,1,191.74
15117,14,3,934.19
15122,25,6,2351.34
15123,4,2,1921.26
15124,42,2,266.63
15125,45,9,5496.39
15126,102,2,449.49
15127,85,1,304.97
15129,2,10,2796.63
15133,86,1,518.78
15135,122,1,166.63
15137,86,2,823.4
15140,8,1,889.44
15141,23,7,1388.47
15142,50,2,1283.06
15144,2,8,3926.87
15149,142,4,1033.81
15150,22,3,3686.61
15151,75,1,969.35
15152,267,1,518.14
15154,44,2,1091.99
15157,135,2,718.04
15162,297,1,312.9
15164,82,4,743.77
15166,33,1,167.16
15167,11,2,906.13
15169,292,1,356.17
15173,100,5,1085.83
15176,233,1,988.0400000000001
15179,92,6,4084.73
15180,155,1,452.84000000000003
15181,297,1,162.72
15182,15,6,2022.752
15183,113,3,639.93
15184,289,1,123.19
15186,40,3,991.7900000000001
15188,291,1,310.43
15189,24,2,386.88
15191,29,3,588.05
15192,141,2,622.07
15194,17,8,2958.07
15196,292,1,152.25
15197,4,2,533.9
15198,183,2,207.31
15199,30,4,1241.7
15200,60,1,549.0500000000001
15201,5,2,606.4100000000001
15203,49,7,1937.45
15207,113,1,408.0
15209,296,1,178.98000000000002
15210,141,1,301.92
15215,12,3,1273.24
15216,184,1,389.49
15217,129,1,426.24
15218,21,10,5075.26
15219,214,1,379.7
15221,159,2,787.15
15222,38,10,2965.91
15223,175,3,662.2
15224,78,3,549.28
15227,29,3,885.1400000000001
15228,65,1,960.41
15229,152,1,160.5
15231,187,1,250.26000000000002
15240,17,4,1811.1
15241,136,2,848.26
15243,1,1,610.6
15244,232,1,280.51
15245,39,4,1558.54
15246,121,1,266.25
15247,43,2,620.06
15248,42,2,1690.38
15249,78,4,2142.64
15250,206,1,60.0
15251,64,9,8899.51
15252,142,2,992.87
15253,88,2,912.7900000000001
15254,112,2,787.99
15255,26,4,1400.59
15256,127,1,71.95
15259,78,4,1182.3799999999999
15260,28,17,5317.05
15262,54,1,127.07000000000001
15264,96,1,454.66
15265,170,2,1839.52
15266,252,2,292.2
15268,44,3,961.9000000000001
15270,3,11,4553.07
15271,18,4,1134.39
15272,16,4,1363.54
15273,165,1,228.96
15278,127,4,496.16
15279,74,3,982.16
15280,54,2,293.09999999999997
15282,136,1,348.59
15283,53,2,114.43
15284,66,1,24.75
15287,1,2,183.24
15288,12,3,1100.76
15289,24,2,653.3100000000001
15290,30,5,1522.54
15291,4,22,7240.3
15293,231,1,247.5
15295,220,1,217.23999999999998
15296,50,4,5503.11
15298,2,10,3926.05
15299,262,1,731.52
15301,2,2,785.26
15302,296,1,308.0
15303,131,2,650.16
15305,121,1,93.6
15306,66,6,2310.38
15309,176,4,797.96
15310,44,1,1634.64
15311,1,94,47762.65
15312,4,6,1770.34
15317,243,1,129.75
15321,3,9,3961.42
15322,42,1,711.18
15323,128,3,434.6
15324,267,1,140.22000000000003
15325,39,5,966.0600000000001
15326,175,4,1388.81
15329,10,6,1530.63
15331,65,3,767.91
15332,79,1,1706.23
15338,243,1,283.43
15339,23,3,553.97
15340,127,1,105.5
15341,15,1,382.2
15347,3,1,555.85
15352,114,1,114.95
15353,44,4,1617.89
15354,169,3,284.4
15358,4,11,5913.42
15359,228,8,181.35
15361,92,3,270.15
15362,14,2,613.08
15363,58,1,352.11
15365,50,4,980.76
15366,8,4,1431.43
15367,24,6,2613.34
15369,58,11,6251.26
15371,228,1,59.400000000000006
15372,16,7,4009.66
15373,66,4,518.48
15374,190,1,139.32
15375,256,1,60.959999999999994
15378,28,2,246.5
15380,115,5,1224.26
15381,107,2,1099.86
15382,4,4,6012.66
15384,158,1,276.5
15385,243,1,307.8
15387,58,1,468.65
15389,121,3,1733.8
15391,150,1,289.87
15393,133,3,659.48
15394,7,6,2388.44
15396,149,1,508.20000000000005
15400,57,2,481.1
15401,18,2,216.95
15402,45,3,1047.43
15403,57,2,170.88
15405,142,1,310.74
15406,19,2,465.16
15409,287,1,131.25
15410,134,2,1234.88
15413,257,5,6798.72
15416,44,3,588.5
15418,152,1,206.49
15420,124,5,636.0
15421,44,5,2063.97
15422,19,3,1080.07
15423,147,2,223.39000000000001
15424,29,1,214.44
15425,94,3,1787.07
15426,8,4,756.58
15428,203,2,381.72
15430,33,2,954.75
15431,68,1,153.24
15432,107,1,149.57
15434,1,2,834.73
15437,206,1,193.29000000000002
15439,219,2,748.85
15441,296,1,301.57
15443,40,7,1939.02
15445,156,1,171.0
15446,194,2,230.77
15447,93,4,337.71000000000004
15448,240,1,294.17
15451,165,1,110.26
15452,38,2,1079.6
15454,184,1,128.59
15455,163,1,38.25
15456,58,6,1418.56
15459,63,1,97.83000000000001
15461,26,2,429.7
15462,11,1,502.45
15465,33,10,2574.2200000000003
15466,172,2,910.26
15469,4,1,335.70000000000005
15470,141,1,63.419999999999995
15471,116,1,269.25
15473,10,1,274.8
15474,161,1,163.1
15476,8,1,837.4300000000001
15477,215,1,368.4
15478,141,1,583.5600000000001
15479,299,1,147.4
15480,31,4,5373.5
15482,166,6,2842.43
15483,12,5,443.3
15484,106,2,1061.69
15485,247,3,1222.92
15486,93,1,102.0
15487,245,1,231.32
15488,22,4,340.6
15489,25,4,881.35
15493,67,3,1215.39
15494,44,3,2480.82
15496,197,1,146.14
15497,36,6,5389.51
15498,30,9,8113.9400000000005
15499,289,1,161.6
15502,4,2,2679.14
15503,292,1,120.06
15504,86,3,371.02
15506,43,1,196.38
15512,242,1,39.0
15513,16,13,9043.67
15514,14,6,2079.14
15518,85,6,1885.3
15519,12,1,147.11
15521,18,6,3130.2599999999998
15523,23,12,9245.37
15524,172,1,151.4
15527,16,13,2569.81
15530,78,1,311.37
15532,5,4,1654.5800000000002
15534,291,1,162.25
15535,15,1,224.98
15538,103,6,3358.4
15542,78,3,918.45
15543,25,1,114.98
15544,65,10,3774.67
15546,172,2,1079.1000000000001
15547,40,9,3708.72
15548,161,1,158.09
15549,109,4,493.95
15550,67,5,866.76
15551,7,2,760.26
15552,189,1,162.4
15555,23,16,5615.41
15558,205,1,214.13
15559,134,1,1109.4
15561,110,3,1033.6
15562,292,1,360.51000000000005
15563,80,3,1466.56
15564,29,2,70.74000000000001
15566,290,1,138.22
15569,96,3,1400.62
15570,37,7,2801.37
15571,124,4,766.39
15572,170,1,359.11
15573,184,3,599.73
15574,30,1,152.97
15575,185,1,30.1
15577,289,2,139.1
15580,21,6,844.82
15581,5,21,3552.44
15584,236,1,357.04
15586,158,3,1139.1000000000001
15587,57,1,182.16
15588,243,1,579.6
15590,149,3,694.76
15591,148,3,217.9
15595,53,1,357.59999999999997
15596,65,1,588.55
15597,141,1,238.8
15599,11,1,488.32
15600,17,3,1019.2900000000001
15601,7,14,6560.29
15602,77,4,626.0600000000001
15603,214,1,40.0
15605,154,4,543.72
15606,22,5,1491.0
15607,109,8,1604.21
15611,30,11,1108.48
15613,176,1,433.71999999999997
15614,3,4,3147.36
15615,23,20,8478.61
15616,4,1,317.11
15617,73,1,205.15
15622,116,7,3829.15
15623,35,6,1844.72
15625,38,4,1158.81
15627,23,2,566.9
15628,8,7,2170.34
15629,16,4,2240.9
15630,210,1,295.05
15631,208,1,596.67
15633,75,13,4352.46
15636,3,2,719.82
15637,64,3,463.78000000000003
15638,2,4,984.1999999999999
15639,17,2,639.76
15640,28,11,8076.36
15641,47,6,2501.51
15642,295,1,105.78
15650,87,2,553.88
15651,162,1,291.26
15652,51,1,114.44
15658,7,3,1093.17
15659,219,1,108.44
15660,16,5,779.23
15661,16,4,718.03
15662,227,2,283.73
15664,15,3,867.6
15665,40,2,1263.06
15666,38,2,632.94
15670,122,1,152.15
15672,291,1,45.300000000000004
15673,17,5,3533.77
15674,24,7,4182.58
15677,29,1,340.65
15678,88,1,731.48
15680,38,6,2011.85
15681,9,5,1166.56
15682,165,2,318.24
15683,39,1,330.79
15684,113,3,173.95
15685,16,1,55.980000000000004
15689,183,1,266.93
15691,155,2,359.5
15693,225,1,37.5
15694,3,7,2522.62
15695,163,2,721.0600000000001
15696,113,4,817.02
15697,255,1,246.75
15698,190,1,46.2
15702,42,2,140.39
15704,68,2,1524.3400000000001
15709,155,1,194.6
15711,122,2,420.25
15712,25,5,1838.8
15713,185,2,482.94
15714,19,3,453.93
15715,121,5,658.02
15716,19,7,1390.9
15717,58,3,304.90000000000003
15718,106,1,293.79
15719,9,15,4242.02
15720,116,1,143.19
15722,11,6,3035.54
15723,15,2,458.61
15727,59,6,3672.87
15728,10,1,247.60000000000002
15731,119,1,125.3
15732,74,8,1249.85
15734,2,2,923.85
15736,1,2,1815.72
15738,5,22,7201.88
15741,24,2,208.62
15742,185,1,156.87
15747,61,4,847.22
15748,15,2,465.45
15750,58,5,1754.45
15751,26,11,1380.44
15752,23,1,616.73
15754,59,6,2579.04
15755,22,9,3013.05
15757,14,3,1388.32
15759,77,4,577.89
15760,196,2,13916.34
15761,8,1,143.05
15764,44,1,864.91
15765,232,1,370.63
15766,22,2,516.0
15768,42,31,14979.26
15769,28,16,25343.4
15770,178,1,321.45
15771,170,3,1006.54
15774,54,4,696.74
15775,197,1,45.599999999999994
15777,134,1,9.3
15779,29,2,124.08000000000001
15784,33,2,848.33
15785,46,7,2308.29
15786,102,1,1786.71
15788,74,1,221.83
15789,47,4,1306.44
15791,95,3,1995.65
15792,184,1,476.84000000000003
15793,23,4,1118.3
15794,302,2,777.0
15795,152,6,986.38
15796,19,5,1633.3500000000001
15797,147,2,613.6800000000001
15798,58,3,1535.37
15800,19,5,543.5
15803,11,3,1513.84
15805,5,9,3349.85
15807,232,1,401.94
15808,35,15,11551.210000000001
15809,25,2,758.6700000000001
15810,30,3,1159.02
15812,1,7,3400.33
15814,169,1,294.08
15816,108,2,144.15
15817,58,2,2165.11
15818,154,1,340.5
15819,102,5,1458.21
15822,59,4,954.59
15823,295,2,3867.17
15824,19,2,890.94
15826,134,1,943.97
15827,66,12,1561.3999999999999
15833,303,1,80.4
15837,51,1,385.03000000000003
15838,10,7,8749.48
15841,14,4,1327.16
15842,93,1,172.55
15845,102,3,714.51
15847,9,2,287.86
15848,187,1,139.94
15850,102,2,236.39
15851,92,1,109.73
15852,92,1,96.55
15854,45,6,1816.8700000000001
15855,42,1,340.48
15856,21,18,11217.44
15858,58,7,1711.95
15860,124,5,636.97
15861,22,4,1236.43
15862,70,8,1602.09
15863,183,3,289.86
15865,269,1,714.05
15867,14,14,4202.72
15868,149,1,94.53
15869,192,1,174.02
15870,12,2,370.24
15871,3,1,33.099999999999994
15872,116,1,121.54
15873,65,4,313.91999999999996
15874,50,10,4266.96
15875,212,1,111.72
15876,14,1,730.8
15878,127,2,330.77
15879,87,3,733.02
15882,95,3,467.64000000000004
15884,302,1,241.8
15885,16,10,1284.72
15886,164,1,294.37
15887,26,2,637.15
15888,92,1,81.75
15889,150,5,789.9399999999999
15890,163,2,286.95
15892,235,1,128.2
15893,47,1,305.28000000000003
15898,7,18,3117.92
15900,128,1,136.22
15901,17,4,339.34
15903,43,2,354.2
15905,109,1,114.69
15906,16,1,119.15
15908,56,2,764.57
15910,31,6,1027.14
15911,189,8,1702.34
15912,2,7,810.08
15913,100,1,6.300000000000001
15916,124,4,1105.7
15917,172,4,437.53
15918,197,1,248.65
15920,100,4,267.04
15921,206,1,100.18
15924,297,1,102.82
15926,108,1,134.44
15927,213,1,123.39000000000001
15928,222,1,293.53
15929,210,1,594.0
15936,33,1,171.62
15938,22,4,330.23
15941,203,1,405.0
15943,215,2,271.28999999999996
15944,51,2,1204.4
15945,7,3,465.27
15946,68,3,2304.18
15950,37,4,3107.65
15953,19,6,1106.15
15954,155,1,190.75
15955,17,5,2533.57
15956,117,2,617.6
15958,116,1,81.44999999999999
15959,248,3,579.49
15960,1,1,160.9
15962,15,1,295.83
15964,229,1,272.96000000000004
15965,17,7,1378.44
15966,16,1,426.53
15967,5,8,1919.52
15969,88,1,103.75999999999999
15970,164,1,703.22
15971,290,2,446.28
15972,22,5,1810.27
15976,33,3,922.01
15978,210,1,599.12
15979,168,1,329.21999999999997
15980,56,4,4194.82
15981,26,11,5346.79
15982,171,1,324.51
15983,292,3,1199.59
15984,50,15,4061.71
15985,2,5,1572.8600000000001
15988,117,2,612.0600000000001
15989,303,1,143.11
15990,60,5,1217.94
15991,100,1,150.55
15992,19,1,320.75
15994,201,1,404.16
15998,17,9,4057.03
15999,301,1,20.4
16002,191,1,169.21
16003,191,3,997.27
16004,40,5,2146.39
16005,16,1,266.02
16007,12,2,916.07
16008,5,7,2185.52
16011,36,9,1458.42
16012,95,1,975.33
16013,1,27,11792.12
16014,243,1,257.71
16017,197,3,927.35
16018,298,1,195.78
16019,16,13,9358.47
16021,110,1,151.39
16027,23,9,1113.74
16028,161,1,82.2
16029,2,38,33943.14
16032,22,6,1970.45
16033,10,3,713.31
16035,126,1,217.73
16036,186,1,848.6800000000001
16037,110,2,654.32
16039,194,1,143.48000000000002
16040,21,3,835.25
16042,19,1,644.15
16043,47,1,524.45
16044,1,1,340.84000000000003
16045,64,2,968.82
16046,128,1,235.78
16047,248,1,107.14
16048,115,1,201.0
16049,82,1,229.64000000000001
16051,247,1,188.44
16053,12,2,1455.59
16054,78,2,1010.13
16057,85,3,1591.73
16059,66,4,920.0600000000001
16060,60,1,345.6
16062,102,1,543.32
16064,291,1,111.0
16065,29,1,434.98
16067,128,3,3395.29
16068,159,1,122.93
16071,93,3,750.5600000000001
16072,115,1,1859.64
16075,68,2,736.9300000000001
16077,191,1,2300.4
16078,235,1,283.79
16080,16,1,306.65
16081,140,2,273.03
16082,236,1,106.75
16085,26,6,1247.8700000000001
16086,115,3,950.86
16087,175,3,997.24
16088,141,2,1437.43
16089,75,1,154.65
16090,190,1,205.91
16092,70,3,770.08
16094,36,5,1684.28
16095,22,1,447.05
16096,154,2,883.47
16098,31,6,1858.02
16099,65,3,682.9
16100,28,1,582.64
16101,47,2,1211.1100000000001
16103,37,13,3927.57
16104,47,7,2219.25
16105,4,4,2049.23
16108,148,2,860.99
16109,264,1,327.59999999999997
16110,88,1,481.79
16115,54,3,688.28
16117,157,1,133.5
16118,218,1,4376.25
16119,85,4,879.14
16121,131,1,155.67
16124,149,2,931.64
16125,11,12,3613.85
16126,40,8,3772.59
16127,292,1,145.06
16128,66,2,757.85
16129,73,1,446.94
16130,119,3,713.25
16131,162,2,4499.94
16132,110,2,664.1999999999999
16133,10,13,4423.58
16134,23,2,1259.2
16135,149,1,301.9
16136,229,1,237.42000000000002
16137,246,1,422.7
16138,95,2,588.51
16139,288,2,475.74
16140,7,1,708.28
16143,16,5,1799.04
16145,10,5,2071.95
16146,14,1,212.25
16147,136,2,1186.3700000000001
16148,2,1,310.3
16150,23,5,1949.15
16153,38,5,2581.43
16155,16,3,562.4
16156,10,9,2646.77
16158,88,9,628.32
16159,36,3,884.59
16161,5,18,4089.99
16163,112,3,1160.53
16165,71,1,79.9
16166,257,1,239.84
16167,4,3,1197.79
16168,5,32,5394.13
16170,26,13,4676.28
16172,39,3,744.34
16174,57,4,1237.2
16175,37,3,798.85
16176,94,3,1140.59
16177,2,7,1915.3600000000001
16180,44,5,5995.69
16182,4,5,3354.0
16185,130,1,115.31
16186,7,10,4083.55
16190,49,5,1591.84
16191,112,2,2380.08
16192,301,1,351.3
16195,289,1,323.25
16196,54,1,93.3
16197,35,9,2016.71
16198,3,1,629.36
16199,10,6,470.25
16200,37,9,4092.91
16202,2,7,1834.04
16203,70,1,282.13
16204,297,1,213.27
16205,108,1,220.11
16206,17,7,1565.3500000000001
16208,19,6,2192.96
16209,86,3,1678.8600000000001
16210,2,15,8484.68
16211,4,1,243.57
16212,184,2,603.37
16214,1,1,975.5
16218,2,4,496.0
16219,66,1,40.8
16221,24,3,722.53
16222,287,1,498.50000000000006
16225,29,9,1602.64
16227,60,2,713.0
16229,87,3,1088.36
16231,163,1,291.55
16232,50,2,987.27
16233,12,5,1069.83
16234,42,3,333.18
16235,28,2,729.66
16237,3,1,136.65
16239,29,1,262.6
16242,36,4,2075.25
16246,25,2,827.25
16251,78,1,128.31
16253,107,3,2309.39
16254,67,2,378.89
16255,25,6,1664.86
16256,59,2,876.9399999999999
16258,29,7,4367.67
16259,171,2,159.82
16261,8,1,151.69
16264,4,2,837.53
16266,66,6,736.66
16267,157,1,186.66
16269,3,1,717.57
16271,23,5,2033.78
16273,214,2,336.03999999999996
16275,40,2,1591.24
16276,45,2,1818.79
16277,299,1,188.69
16278,46,2,551.46
16279,52,4,2749.94
